user_id,product_id,purchase_date,quantity
694,502,2019-10-23,1
1131,439,2022-06-17,3
327,571,2021-07-16,5
439,87,2020-12-02,1
504,286,2021-10-28,1
121,141,2021-01-16,1
1222,334,2024-06-02,2
95,977,2022-11-24,4
710,394,2022-11-03,4
1001,592,2022-07-01,2
206,656,2020-09-14,1
719,499,2023-02-23,3
463,576,2019-09-25,5
548,393,2020-01-25,1
788,228,2023-07-20,2
1027,133,2020-09-23,3
161,715,2022-08-01,3
673,129,2021-12-27,1
1145,49,2019-08-19,1
430,1223,2020-07-05,5
606,90,2019-11-10,1
1130,996,2020-08-17,2
542,1035,2021-05-22,5
23,814,2020-03-05,4
227,1129,2020-05-18,3
364,776,2020-01-15,3
500,530,2020-06-19,5
111,812,2020-09-03,4
654,155,2020-09-13,1
148,191,2023-12-25,2
484,464,2023-02-10,1
166,633,2021-01-22,5
361,194,2022-03-04,1
486,919,2020-12-29,4
986,239,2024-01-25,2
935,1054,2019-10-17,4
1077,616,2024-04-17,1
920,18,2023-04-28,4
527,642,2020-03-14,5
418,899,2022-04-14,5
162,157,2020-07-29,1
142,548,2021-05-12,5
1214,1076,2023-10-01,5
977,1203,2023-06-21,2
1031,992,2022-07-28,2
363,523,2023-10-09,2
470,1085,2020-08-16,4
67,1198,2021-09-01,1
936,129,2023-08-22,1
1166,775,2024-05-13,1
160,435,2023-09-28,1
1111,360,2022-05-05,5
41,378,2019-11-24,4
50,476,2020-10-06,3
432,921,2023-02-25,3
392,541,2022-08-05,2
1009,161,2021-12-17,3
645,861,2019-08-21,4
1193,384,2022-05-27,2
863,1077,2021-03-25,3
355,92,2024-06-29,2
1033,247,2023-06-10,5
245,132,2022-01-19,1
857,403,2022-06-25,3
1032,132,2021-09-22,2
368,251,2023-07-11,5
483,875,2021-12-11,1
536,628,2020-09-16,1
720,998,2020-05-19,4
1121,176,2024-02-10,2
1108,284,2024-06-28,2
1016,1105,2021-10-02,1
741,891,2024-07-27,5
1013,1119,2024-01-29,3
424,1009,2020-10-29,3
285,256,2023-05-08,2
825,89,2022-05-08,3
276,100,2023-08-16,4
282,242,2020-12-24,4
868,256,2023-07-13,2
486,935,2024-07-11,4
195,995,2020-11-17,5
1223,179,2023-11-22,1
560,749,2021-04-10,2
821,1127,2021-04-05,5
914,882,2023-12-11,2
607,512,2019-11-28,3
370,229,2020-08-24,5
124,173,2023-03-23,1
512,1100,2024-06-20,5
293,911,2023-08-17,4
903,72,2023-10-27,4
402,638,2020-06-30,4
998,693,2022-12-23,5
846,912,2019-12-30,1
508,1018,2020-03-27,1
853,986,2021-02-16,5
397,716,2022-08-26,3
1036,741,2021-07-15,4
327,1132,2022-08-15,5
924,417,2020-05-02,3
295,536,2022-09-12,3
154,468,2019-08-24,4
876,1212,2021-07-18,5
1083,776,2022-05-07,1
739,1095,2020-07-10,3
285,426,2019-08-15,1
635,551,2023-09-13,4
1221,669,2021-01-06,4
350,416,2019-09-25,5
389,1056,2019-09-06,3
367,848,2023-02-06,2
470,351,2021-09-07,1
379,285,2021-10-09,4
463,831,2023-04-08,1
422,401,2019-09-14,1
134,1066,2020-10-03,5
344,56,2021-04-10,4
679,525,2022-10-20,2
1123,201,2020-10-06,4
452,501,2022-09-21,4
344,819,2021-07-16,2
304,1019,2022-04-15,2
203,615,2021-04-30,4
482,512,2023-03-21,4
793,415,2020-05-30,2
501,1116,2021-03-24,3
870,390,2023-03-24,2
908,363,2021-11-12,5
864,1033,2020-11-11,5
553,740,2023-07-09,5
259,346,2023-07-22,3
146,90,2021-11-15,5
778,423,2021-03-31,2
357,1009,2024-03-29,2
114,1183,2020-12-25,5
795,58,2022-09-04,2
558,301,2023-01-02,2
579,702,2024-01-31,4
1024,1058,2022-04-10,3
172,208,2021-04-07,5
475,1164,2023-06-27,1
1058,230,2023-09-02,3
618,1209,2022-06-27,4
207,840,2021-05-31,5
976,55,2024-01-22,1
468,59,2020-07-01,3
694,767,2020-08-19,4
424,647,2023-07-22,5
795,859,2019-12-29,3
686,275,2023-05-25,3
880,558,2022-02-15,2
294,191,2023-11-07,1
937,499,2020-07-19,2
517,785,2020-09-02,2
167,1172,2019-10-16,5
1023,248,2022-04-07,1
1087,1169,2022-08-16,2
694,608,2022-07-26,2
933,1063,2021-10-22,2
662,151,2019-09-01,1
24,1192,2021-09-14,3
245,1182,2022-06-28,2
897,1057,2020-06-16,2
277,573,2020-08-11,1
1182,1118,2024-05-11,1
846,719,2021-11-14,2
888,1156,2024-07-26,3
396,106,2021-06-26,2
252,347,2023-08-03,4
1052,1160,2021-10-26,5
1193,796,2022-03-10,4
871,3,2023-09-12,1
137,310,2022-06-13,3
206,937,2021-04-12,5
196,56,2020-07-15,2
287,1067,2021-11-22,4
1208,459,2020-07-28,3
446,839,2019-11-21,4
330,1081,2020-01-25,2
472,1008,2023-11-20,1
603,337,2020-09-29,4
619,641,2022-09-02,5
843,215,2020-06-18,3
195,479,2024-02-15,3
1194,1132,2021-10-20,2
1168,20,2023-09-17,2
962,806,2022-05-20,5
239,319,2020-04-20,1
1039,816,2022-11-16,1
206,596,2023-07-05,3
1054,1135,2019-08-22,4
533,867,2024-01-20,3
953,839,2023-12-31,5
809,1137,2023-12-31,3
465,898,2023-12-19,3
891,44,2024-06-28,4
805,718,2023-04-02,2
906,103,2019-08-28,4
399,561,2022-03-12,4
1175,743,2021-06-13,5
572,671,2020-09-19,3
1028,141,2020-12-15,2
756,8,2019-08-16,4
719,903,2020-12-10,3
129,880,2023-07-14,4
75,600,2020-11-10,2
1219,213,2022-08-28,2
957,75,2022-10-20,2
983,477,2020-05-13,4
68,59,2024-05-27,2
931,920,2022-10-17,5
517,708,2022-03-11,4
1086,1126,2023-09-30,3
143,627,2024-06-11,4
919,605,2020-09-16,3
880,1196,2023-10-05,4
177,955,2021-10-20,4
1128,847,2020-12-04,2
359,1123,2019-09-23,3
373,419,2020-07-20,5
586,999,2020-11-09,1
494,149,2020-12-14,1
416,98,2020-03-27,2
751,1074,2020-07-02,4
260,293,2021-10-02,4
251,600,2021-04-19,2
669,425,2021-03-12,1
893,968,2024-04-21,4
568,1007,2021-06-01,1
1041,1215,2024-02-17,3
1180,491,2022-08-13,3
1069,839,2024-01-12,4
1063,1167,2021-12-31,2
1133,843,2023-01-12,2
97,886,2024-02-02,3
185,418,2022-04-18,4
636,887,2022-12-02,2
1005,1212,2020-02-23,4
911,601,2021-02-20,1
1199,996,2024-06-05,1
960,172,2022-05-26,4
1217,991,2023-05-05,4
55,52,2024-03-10,1
643,991,2023-06-16,2
991,1010,2023-03-15,3
998,982,2020-05-28,1
262,322,2021-06-17,5
601,415,2021-10-23,4
153,1205,2023-08-08,3
347,731,2021-10-26,1
965,201,2023-10-24,5
151,357,2023-10-24,3
285,577,2020-08-22,2
221,904,2021-12-07,2
559,783,2024-01-25,2
787,25,2019-11-27,1
1114,930,2019-12-31,3
284,229,2023-03-04,5
389,160,2023-09-28,2
341,826,2022-05-20,1
796,1102,2022-05-14,5
558,1005,2024-05-24,3
673,1206,2023-12-11,3
840,187,2023-07-14,3
202,446,2023-12-01,5
211,801,2019-11-07,4
146,1039,2020-02-22,2
388,1188,2024-06-02,5
754,231,2020-01-05,4
645,713,2021-03-04,5
200,29,2021-01-19,5
1099,542,2020-03-08,3
29,218,2021-06-30,5
685,1158,2020-11-18,1
874,239,2020-03-07,5
591,1192,2023-11-07,3
490,905,2021-02-04,3
160,1119,2024-01-05,4
521,713,2024-03-31,3
13,211,2020-12-24,2
710,507,2024-05-08,2
1212,93,2020-12-13,3
712,618,2019-09-23,4
138,987,2022-07-25,4
223,1056,2023-06-01,4
749,735,2023-10-01,1
1223,803,2020-06-04,5
1104,1177,2022-07-11,1
87,167,2020-06-08,4
882,273,2019-11-28,1
135,965,2021-10-21,3
14,2,2020-10-04,5
766,1117,2019-11-06,5
395,1039,2023-04-11,3
728,737,2020-01-18,2
795,958,2020-06-19,2
182,200,2024-07-20,2
55,932,2020-08-20,5
268,756,2022-02-09,3
848,933,2021-03-08,5
231,477,2023-09-09,5
1045,95,2024-04-06,1
167,619,2021-09-03,1
435,898,2023-02-18,5
926,88,2020-03-29,2
147,623,2022-07-25,5
683,967,2024-05-25,4
1075,328,2023-12-28,2
851,594,2024-02-18,2
268,819,2021-04-28,4
517,505,2019-09-06,4
367,346,2022-02-21,2
247,614,2021-05-24,3
1161,997,2023-02-09,5
523,134,2022-09-22,2
16,256,2020-12-02,4
1164,930,2024-05-29,5
711,691,2020-04-25,4
865,515,2019-10-03,4
810,697,2021-06-06,4
768,865,2022-07-19,2
79,1114,2020-11-12,1
1183,464,2023-09-08,5
1079,1158,2020-02-23,3
691,75,2023-06-13,1
563,355,2021-09-21,1
688,386,2021-07-12,3
1136,467,2020-10-23,3
267,1152,2021-02-18,1
901,561,2022-12-22,2
925,590,2020-03-02,1
997,734,2021-09-05,4
431,366,2023-10-01,1
1178,1031,2023-09-13,5
1156,804,2021-11-21,3
1014,921,2020-06-07,1
173,97,2019-10-25,1
561,52,2022-12-06,4
870,1154,2020-11-10,1
243,1131,2022-01-25,2
688,642,2024-04-15,2
199,1035,2020-11-14,2
827,454,2019-10-31,4
271,362,2022-02-24,5
370,1084,2021-02-24,2
713,358,2020-04-06,4
143,694,2022-08-08,3
70,576,2021-03-18,5
165,930,2019-12-15,1
921,1045,2023-12-29,1
503,1107,2019-08-15,2
681,230,2023-06-19,4
401,821,2019-09-15,3
1092,258,2020-12-17,5
963,1148,2019-09-19,5
800,1199,2023-12-01,1
634,1049,2019-12-19,3
726,997,2020-08-28,5
144,452,2020-04-30,4
370,634,2021-08-25,2
407,541,2021-07-02,1
381,937,2021-04-18,3
780,482,2022-05-08,2
1138,1218,2024-07-06,4
477,1161,2019-09-16,1
714,1074,2019-08-21,2
994,503,2022-03-02,5
1069,25,2021-03-10,1
627,908,2021-08-06,1
675,36,2019-10-10,3
247,375,2022-06-15,2
374,1068,2020-10-24,4
46,775,2021-09-30,5
519,761,2022-09-12,4
994,1009,2024-05-30,5
657,13,2019-12-31,2
876,1215,2022-10-17,5
981,345,2023-05-05,4
520,22,2023-12-07,3
632,1029,2022-01-02,3
1212,1208,2024-02-12,2
1195,793,2020-06-04,4
365,284,2019-11-30,5
238,1045,2020-05-13,4
285,594,2020-09-20,2
619,408,2021-07-23,3
9,1071,2021-11-18,4
772,856,2022-04-27,3
1012,464,2022-07-05,2
355,1108,2022-10-03,5
950,860,2022-07-14,1
321,681,2024-07-11,3
702,892,2024-02-20,4
1172,449,2023-11-15,2
1132,167,2022-12-29,4
648,905,2021-01-19,2
827,84,2021-05-20,4
234,1019,2024-05-02,1
305,10,2022-06-16,5
1152,342,2024-03-26,5
528,185,2020-02-25,1
1156,851,2023-03-06,1
821,1088,2021-01-11,5
337,1207,2021-09-05,5
1138,522,2020-04-23,2
114,648,2020-08-17,1
96,42,2020-01-07,1
957,1158,2022-02-05,5
520,48,2023-02-07,2
532,257,2019-09-14,2
932,299,2022-12-11,3
581,1103,2019-12-02,5
663,445,2024-04-24,4
910,297,2023-08-11,2
815,966,2022-09-08,1
808,898,2020-07-25,5
728,581,2020-12-02,3
718,1122,2019-09-17,4
441,210,2023-03-16,5
724,900,2021-02-08,1
1005,743,2024-01-05,3
892,1118,2022-10-15,2
903,593,2021-08-28,3
513,163,2021-03-21,1
1147,900,2023-03-15,3
286,797,2022-06-10,3
318,759,2022-08-14,2
46,1057,2023-04-08,2
868,394,2023-09-13,3
1216,598,2023-12-16,4
543,957,2020-02-14,4
649,1216,2022-08-03,4
633,520,2024-03-30,5
606,380,2024-02-19,1
199,1001,2021-06-08,4
780,925,2022-06-08,3
443,553,2020-05-17,2
874,765,2020-02-03,4
76,723,2023-09-18,5
303,50,2019-09-14,1
1018,363,2023-02-01,1
294,583,2019-12-01,5
714,36,2023-08-08,4
622,208,2022-12-04,5
1186,877,2023-07-08,4
931,148,2024-02-02,5
705,686,2021-08-29,1
186,408,2024-06-05,1
68,940,2020-05-04,4
780,1072,2024-05-19,4
337,1213,2023-04-03,5
255,437,2022-06-20,1
855,627,2019-09-23,3
641,460,2023-10-02,1
647,1214,2022-09-20,1
670,1151,2021-02-04,5
955,300,2019-12-26,5
388,770,2021-01-15,2
312,992,2021-01-24,1
408,0,2024-02-01,1
248,96,2023-05-20,4
993,1073,2021-08-12,5
1121,260,2023-08-12,3
1047,895,2020-02-24,2
921,452,2021-10-08,4
94,1172,2019-10-31,1
118,1071,2023-07-15,5
1100,752,2019-11-01,5
604,200,2023-11-19,1
813,921,2024-08-03,1
1203,876,2023-12-29,3
1071,492,2022-09-21,3
381,142,2020-07-31,2
370,585,2020-09-18,4
7,319,2022-11-20,4
1009,32,2021-06-19,5
865,777,2019-11-25,1
905,220,2023-06-28,1
824,139,2020-10-11,3
602,1014,2024-04-25,3
554,213,2023-01-19,1
494,741,2022-12-14,2
259,308,2024-07-13,1
673,959,2024-07-28,2
199,899,2020-09-29,4
1031,325,2022-06-03,4
103,220,2021-08-09,2
503,1188,2024-04-26,4
1196,465,2020-03-09,1
1142,533,2021-08-20,4
175,291,2022-01-04,2
316,1188,2022-10-30,2
144,331,2023-08-15,5
1192,569,2023-10-29,5
274,435,2022-01-25,4
185,633,2023-09-22,4
100,220,2024-04-17,3
717,973,2021-05-20,2
259,567,2019-11-05,5
650,445,2024-05-29,4
238,762,2022-01-22,3
551,675,2021-12-15,5
805,1216,2020-01-21,3
1070,28,2021-02-15,3
1202,1065,2024-05-04,1
252,1072,2020-01-30,5
1137,173,2020-06-16,4
341,682,2021-02-10,5
870,304,2021-11-28,3
714,974,2023-11-06,4
951,199,2021-01-14,4
418,865,2021-09-11,5
923,278,2021-04-18,1
429,943,2024-07-13,1
34,39,2019-12-02,5
607,50,2022-07-15,1
284,823,2021-05-16,3
1188,494,2023-07-21,5
517,38,2021-01-19,4
1094,295,2023-04-20,4
720,591,2022-11-18,2
201,58,2022-04-16,2
418,181,2021-08-31,2
253,109,2023-05-18,4
1045,327,2021-03-04,4
63,913,2020-09-09,3
718,610,2022-11-22,1
978,98,2024-05-25,3
267,781,2022-05-23,5
267,833,2022-10-24,1
72,629,2019-09-10,1
1190,751,2020-07-09,4
823,222,2023-04-26,5
413,43,2022-03-20,2
1133,887,2023-03-01,1
287,933,2019-10-15,5
816,98,2021-10-04,2
981,726,2023-10-06,5
425,529,2021-11-17,4
746,239,2021-09-29,4
798,1111,2024-07-02,3
799,586,2022-07-26,1
1155,133,2021-08-31,2
34,1037,2022-04-16,5
1094,379,2024-01-29,2
229,83,2020-09-02,1
811,416,2020-12-28,3
552,502,2021-04-24,4
943,1161,2024-01-17,2
31,337,2024-06-19,1
796,1123,2022-02-19,5
530,603,2020-10-24,4
1057,682,2021-07-18,5
250,1098,2023-06-09,4
53,157,2020-10-28,1
1003,559,2021-11-24,2
283,1064,2020-03-14,5
428,667,2023-03-10,2
477,104,2021-08-22,5
684,481,2022-06-08,4
436,181,2022-12-12,1
418,681,2024-06-10,2
1204,512,2022-08-26,1
359,740,2021-12-29,1
1157,1057,2023-01-19,2
383,105,2020-10-26,5
1043,295,2020-04-08,4
1169,202,2024-04-16,1
782,965,2023-03-03,4
1215,20,2020-02-02,3
55,389,2024-04-27,4
982,130,2023-11-27,5
83,320,2024-06-15,3
945,692,2024-06-21,1
653,766,2019-11-27,3
776,1203,2023-06-01,1
97,978,2019-10-30,1
824,458,2021-11-09,1
473,261,2019-12-06,2
196,569,2020-03-11,3
409,1177,2021-09-03,2
724,886,2024-03-23,1
133,353,2024-06-07,2
604,1202,2022-07-22,4
640,906,2022-10-25,2
828,858,2022-05-04,2
1010,935,2019-09-26,5
894,330,2020-09-29,4
135,869,2023-12-06,5
1154,1158,2020-08-18,4
209,111,2023-10-22,4
217,312,2019-11-14,2
422,960,2023-10-07,2
1052,543,2023-03-24,3
191,1054,2021-10-25,3
249,695,2024-01-11,4
429,1009,2023-03-27,4
138,848,2023-04-25,2
80,878,2021-01-12,5
272,303,2023-03-03,2
389,792,2020-04-24,3
1208,1064,2023-02-01,1
794,34,2020-03-11,1
1206,783,2020-10-22,3
1138,620,2024-03-13,3
404,508,2024-05-26,1
143,218,2022-08-26,3
521,1192,2022-07-21,3
255,1166,2021-05-17,2
868,908,2020-05-27,5
1013,178,2022-01-12,3
326,238,2020-02-28,2
1169,1013,2023-11-13,4
1120,440,2022-11-25,3
680,997,2019-11-20,2
990,591,2023-07-17,1
233,545,2023-02-28,3
653,958,2024-06-19,1
50,1208,2020-03-19,2
1064,317,2022-07-04,5
208,207,2021-01-24,5
327,1034,2021-11-09,4
926,977,2021-07-03,2
238,1219,2024-07-20,4
136,179,2022-12-22,5
87,1087,2019-12-16,4
413,26,2022-08-25,3
901,8,2023-10-02,2
369,62,2024-04-11,3
42,677,2023-05-17,2
587,259,2022-04-22,3
823,1084,2022-06-07,5
833,344,2022-12-19,2
819,1087,2020-02-10,3
1024,400,2019-08-13,2
1119,1054,2024-05-07,5
58,16,2020-05-02,5
96,826,2022-09-14,4
1074,718,2023-03-01,5
257,1013,2021-01-31,4
677,30,2021-08-03,2
1123,290,2020-12-27,2
683,228,2019-12-15,1
759,817,2020-11-04,2
794,34,2024-03-11,2
123,1116,2024-04-23,1
522,1125,2020-07-26,5
1020,205,2019-12-16,5
1082,221,2019-11-04,4
777,816,2022-09-15,5
391,652,2020-02-08,1
290,938,2020-08-05,4
1019,1003,2021-07-06,3
969,1058,2020-07-12,2
428,221,2023-12-14,1
211,564,2021-06-17,2
633,253,2020-10-10,4
1101,773,2023-02-11,1
310,1025,2021-09-29,4
446,363,2024-03-09,4
1110,938,2020-09-26,2
272,410,2024-04-03,1
572,770,2020-02-13,3
793,446,2019-11-10,2
967,1198,2020-05-10,4
890,356,2023-03-08,3
366,615,2021-09-29,3
1158,368,2024-05-29,4
390,557,2021-04-21,4
878,645,2020-10-11,3
135,291,2022-09-21,4
393,436,2022-11-27,5
494,378,2024-07-04,5
468,213,2023-04-26,4
461,129,2023-04-28,5
343,1044,2020-05-26,4
408,596,2021-11-04,1
1051,31,2023-07-15,4
1149,1143,2022-01-25,4
833,1185,2021-05-20,3
1213,12,2024-02-09,1
594,1136,2020-06-19,1
619,797,2023-03-08,5
690,847,2023-01-25,2
1138,937,2023-03-22,2
106,314,2021-08-08,5
170,82,2021-05-28,1
597,1100,2021-07-31,2
670,672,2020-03-05,5
251,31,2021-04-29,4
39,1217,2020-02-12,3
913,68,2021-11-19,2
352,785,2023-01-31,4
102,1193,2020-08-01,2
515,36,2023-10-22,4
25,716,2020-12-03,2
1127,136,2024-02-21,5
532,467,2022-08-13,4
113,437,2020-08-19,3
200,606,2020-03-12,3
612,11,2020-04-08,2
798,205,2023-10-03,5
1157,84,2024-03-28,1
450,39,2020-09-03,3
667,313,2023-11-01,2
367,253,2020-07-16,4
819,886,2021-04-03,1
1214,829,2020-11-03,1
347,1037,2023-11-18,4
7,931,2022-08-08,3
378,923,2023-09-14,2
1064,766,2021-04-28,1
365,251,2021-11-30,2
660,866,2023-08-19,4
56,1059,2020-12-25,4
207,1220,2019-12-31,5
350,898,2022-08-15,3
1210,33,2020-02-06,3
201,842,2024-07-16,3
270,1079,2023-06-27,2
839,1132,2022-10-03,5
307,534,2022-03-22,1
623,1051,2020-01-06,5
963,939,2024-02-27,1
888,684,2022-06-30,4
1176,738,2020-04-05,5
812,98,2022-01-07,4
424,67,2019-09-03,1
225,204,2022-11-13,1
1065,274,2022-01-16,3
570,1026,2023-04-05,4
1111,1044,2022-09-03,5
636,1218,2024-06-02,3
378,1046,2020-05-03,4
927,986,2022-04-16,5
308,1209,2022-02-18,5
931,1222,2020-12-07,2
1219,507,2024-05-18,4
718,932,2021-09-09,3
1198,816,2020-10-29,3
888,1057,2022-06-18,4
329,1098,2020-08-12,2
826,690,2023-07-02,3
1201,88,2023-10-14,2
273,166,2021-12-04,1
946,1067,2020-08-17,3
540,723,2021-01-28,3
420,26,2021-03-22,4
1035,328,2021-09-22,2
131,31,2019-11-29,4
920,879,2023-04-29,4
868,571,2024-04-23,4
1012,209,2020-04-20,4
1063,78,2021-12-28,2
1181,665,2023-05-19,2
58,103,2021-10-15,5
42,69,2021-09-11,1
1047,415,2023-03-30,4
1181,872,2020-06-03,2
1072,494,2023-08-02,2
541,1130,2019-10-10,5
1059,814,2021-11-09,4
472,988,2021-12-09,5
167,254,2019-09-27,2
1213,977,2024-05-26,4
339,1140,2020-02-23,1
771,429,2021-12-03,3
1185,1034,2022-06-05,4
229,705,2021-08-30,3
1056,848,2022-12-16,4
1210,145,2023-01-05,2
1051,1005,2022-07-16,5
100,391,2020-04-14,1
56,298,2020-03-10,4
320,861,2024-02-08,1
845,654,2020-04-17,2
869,862,2024-07-10,5
427,954,2019-08-07,1
1074,687,2021-09-04,1
842,1092,2020-03-28,5
648,358,2023-09-19,4
1180,1053,2019-12-23,5
601,1060,2021-08-09,1
145,844,2023-06-15,2
561,93,2021-10-25,4
686,381,2020-03-10,3
198,737,2020-08-19,4
161,275,2022-05-17,3
707,236,2023-09-20,2
197,396,2021-01-02,4
473,836,2024-04-08,5
753,769,2022-07-22,3
282,646,2022-10-04,4
671,792,2023-11-18,3
125,1178,2021-12-09,5
423,746,2019-08-26,4
942,1177,2024-06-08,1
750,967,2023-01-20,1
257,679,2021-02-05,3
183,590,2022-06-04,4
728,52,2023-04-23,4
540,1074,2022-05-02,5
299,881,2021-04-13,5
1071,899,2024-03-24,4
524,1113,2022-09-29,3
1201,991,2019-08-30,5
1194,630,2020-05-29,5
1075,1163,2022-09-04,3
96,484,2022-02-16,5
723,777,2021-02-06,2
265,1110,2023-10-01,1
940,1133,2021-05-29,3
400,890,2022-02-21,5
822,521,2023-03-12,5
439,207,2019-11-20,2
640,921,2020-12-19,3
915,319,2023-02-18,1
592,1064,2022-04-17,3
542,518,2021-02-28,4
756,406,2024-07-02,1
1051,1044,2020-07-18,1
193,14,2020-07-20,3
307,522,2024-06-27,2
741,756,2022-06-29,1
217,682,2023-12-20,1
1043,114,2020-11-02,5
222,716,2020-03-26,3
21,915,2024-05-05,2
511,801,2023-07-22,5
382,1134,2024-08-02,3
228,1121,2020-04-09,1
23,943,2023-11-04,1
1078,0,2022-03-23,2
404,841,2023-05-25,1
1206,943,2023-11-04,2
727,792,2020-03-09,4
1072,1104,2022-06-30,2
607,359,2021-06-16,1
223,1126,2023-06-16,2
584,421,2022-01-30,3
118,893,2020-11-02,2
743,557,2022-02-13,5
264,582,2023-08-10,4
86,181,2023-12-05,3
1072,411,2024-02-28,3
277,1158,2020-09-03,5
873,346,2020-12-17,5
96,1004,2021-01-12,3
54,756,2019-08-23,2
1107,1108,2024-06-04,1
188,838,2020-08-20,5
392,431,2019-10-26,1
938,1087,2024-06-17,3
1212,770,2019-10-24,2
599,627,2020-03-06,5
211,198,2024-06-21,3
607,797,2024-02-20,3
944,562,2019-12-30,5
1065,244,2022-08-30,5
976,565,2024-06-21,1
790,41,2020-04-02,5
1206,86,2020-04-23,4
279,997,2019-12-30,3
945,460,2024-08-02,4
287,1154,2024-07-17,5
354,175,2021-09-30,2
327,179,2024-04-20,5
747,638,2023-12-03,5
730,583,2020-05-07,3
1001,978,2023-05-20,1
72,1209,2020-06-24,4
1061,1219,2024-01-13,2
905,939,2021-03-14,5
31,1107,2023-07-15,2
1122,534,2023-07-12,2
646,473,2023-10-12,5
381,500,2023-07-20,2
995,434,2020-04-17,4
201,447,2020-09-09,1
843,200,2022-04-19,1
665,433,2022-03-10,4
803,696,2022-04-26,2
666,208,2023-10-08,2
408,677,2022-01-19,5
142,837,2020-06-18,3
789,101,2023-01-19,4
331,361,2020-12-25,5
1067,211,2021-09-21,4
1216,287,2021-11-26,2
1048,669,2020-05-30,3
530,1215,2022-10-29,3
40,355,2019-09-17,3
1129,564,2020-05-26,5
673,989,2020-05-02,5
781,1041,2023-11-21,1
52,562,2021-01-21,3
1033,631,2021-06-08,3
768,257,2024-06-07,5
1181,775,2019-11-08,3
400,777,2023-07-03,3
119,891,2024-06-24,5
404,929,2020-05-12,4
1075,369,2022-11-12,5
1065,1149,2023-02-14,1
788,819,2023-05-26,4
761,338,2023-06-24,3
63,1180,2023-05-25,2
511,36,2022-05-13,1
1069,962,2023-06-28,1
78,741,2022-07-01,4
464,846,2021-12-18,4
275,444,2021-08-09,3
819,286,2022-04-24,4
430,1203,2022-08-19,2
774,516,2023-03-21,2
593,496,2021-01-12,3
463,587,2023-07-24,1
471,838,2019-10-05,3
160,818,2020-04-27,1
282,319,2022-04-26,1
1108,1205,2021-06-19,3
1136,207,2019-09-29,1
519,11,2023-01-19,3
966,151,2023-12-24,4
796,147,2020-09-14,1
1147,491,2023-04-12,3
103,754,2020-04-28,5
292,472,2021-03-02,5
22,1211,2022-07-04,3
369,1049,2020-09-12,4
668,1221,2022-02-24,2
407,1153,2021-12-16,4
125,426,2021-02-18,5
961,173,2022-10-14,2
1210,163,2020-11-30,4
254,83,2023-08-26,3
468,1095,2023-06-10,4
1121,382,2019-09-22,4
964,824,2022-04-16,1
614,738,2020-03-01,1
1224,852,2024-03-03,1
310,692,2021-11-15,2
84,736,2022-12-28,4
214,1013,2024-05-19,2
700,864,2020-04-09,3
432,636,2020-01-18,2
221,916,2022-07-12,1
879,637,2020-08-22,3
692,758,2022-04-26,2
802,294,2023-06-25,1
995,889,2020-02-18,2
898,200,2023-11-21,1
298,749,2019-12-10,5
875,1030,2022-07-14,5
34,716,2023-08-14,2
201,1203,2022-07-03,3
4,116,2021-08-16,5
608,133,2024-07-22,3
839,442,2023-12-04,4
799,220,2023-03-08,5
1110,678,2023-04-26,2
763,961,2023-11-15,1
1145,995,2020-07-28,1
603,1198,2022-04-09,5
761,942,2020-11-10,3
769,637,2024-05-08,5
40,894,2023-07-04,3
901,54,2020-09-16,3
1039,153,2023-03-24,4
762,1057,2020-05-21,1
940,137,2021-11-17,4
513,106,2024-05-23,1
585,1085,2024-04-24,4
775,534,2020-01-06,4
960,39,2022-03-29,4
719,45,2021-02-25,2
906,721,2023-10-31,4
501,605,2020-07-13,1
152,596,2020-04-14,4
297,265,2024-02-28,4
276,370,2019-08-14,4
80,444,2019-09-24,4
789,215,2021-05-14,3
36,1173,2022-06-15,2
801,693,2019-08-18,1
485,59,2020-08-03,3
429,922,2023-05-03,2
10,500,2021-09-04,5
606,876,2022-08-29,3
192,771,2022-07-18,2
996,914,2022-01-25,2
757,6,2021-11-06,2
817,1024,2021-03-20,5
691,407,2022-04-27,2
447,416,2022-11-10,5
134,1071,2021-12-14,4
213,560,2020-05-21,3
1119,762,2022-04-30,4
697,640,2020-07-14,2
731,109,2021-09-06,1
530,711,2019-08-19,1
441,881,2021-08-20,2
1089,547,2023-10-04,5
533,25,2023-01-15,3
39,509,2022-05-06,2
554,41,2023-01-04,3
48,426,2022-06-11,5
1105,99,2019-09-14,1
786,692,2023-03-30,3
994,172,2019-08-06,2
141,174,2020-10-09,1
104,389,2019-09-19,1
1196,537,2021-10-27,2
1168,849,2020-12-18,1
1039,742,2020-07-29,4
753,110,2021-09-15,2
275,625,2022-01-03,5
172,51,2022-07-28,3
1223,241,2021-05-06,2
159,382,2023-11-12,5
1196,1057,2022-11-27,2
423,715,2019-09-13,4
607,390,2021-11-24,3
283,72,2024-07-29,4
439,925,2024-07-27,4
1140,820,2019-09-14,3
394,78,2024-04-27,1
604,199,2021-09-02,4
119,410,2020-03-08,5
894,1092,2023-07-04,2
530,446,2020-05-20,2
1083,778,2020-06-21,3
16,989,2021-10-31,3
719,947,2020-12-13,3
458,514,2024-01-07,1
493,707,2024-07-11,2
593,201,2019-10-14,1
701,667,2021-01-16,3
682,1044,2023-02-06,1
531,1098,2021-05-27,2
1203,829,2023-02-17,2
819,641,2019-09-19,1
